#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"عَليمٌ","savant, connaisseur, omniscient (attribut divin)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934930_200107_1445_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"كَلْبٌ/كِلابٌ","chien(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934931_200107_1445_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"لَبِسَ/يَلْبَسُ","revêtir, vêtir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934932_200107_1445_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"مالٌ/أَمْوالٌ","bien(s), argent","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934933_200107_1445_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"أَنْكَرَ/يُنْكِرُ","ignorer, nier,désapprouver","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935039_200107_1446_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"حَفِظَ/يَحْفَظُ","protéger","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935040_200107_1446_14.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"ظَنَّ/يَظُنُّ","penser, croire","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935041_200107_1446_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"فَضَحَ/يَفْضَحُ","déshonorer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935042_200107_1446_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"قَتْلٌ","mort","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935043_200107_1446_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"مَجاعَةٌ/مَجاعَتات","famine(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935044_200107_1447_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"مُنْكِرٌ","qui nie, ignore, incrédule","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935045_200107_1448_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"هَؤُلاءِ","eux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935046_200107_1448_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"امْتَحَنَ/يَمْتَحِنُ","éprouver","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935047_200208_2020_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"بَيْنَ","entre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935048_200107_1448_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"ثانٍ/ثانِيَةٌ","deuxième","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935049_200107_1448_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"كَلَّمَ/يُكَلِّمُ","parler","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935050_200107_1449_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"كَنْعانُ","Canaan","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935051_200107_1449_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"وُضِعَ/يوضَعُ","être mis (forme passive)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935052_200107_1449_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"أَرْحَمُ","(le) plus miséricordieux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935053_200107_1449_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"أَمِنَ/يَأْمَنُ","confier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935054_200107_1449_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"ثَمَنٌ","prix","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935056_200107_1450_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"خَبَرٌ/أَخْبارٌ","nouvelle(s), information(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935057_200107_1450_19.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"راحِمٌ","miséricordieux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935058_200107_1450_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"رَدَّ/يَرُدُّ","rendre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935059_200107_1450_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"عاهَدَ/يُعاهِدُ","s’engager","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935060_200107_1451_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"لَنْ","négation du futur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935061_200107_1451_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"وَكيلٌ","garant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935062_200107_1451_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::14_Tableau_33-35"
"أخَوان","deux frères","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935147_200107_1452_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"أَذَّنَ/يُؤَذِّنُ","annoncer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935148_200107_1452_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"أَفْسَدَ/يُفْسِدُ","corrompre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935149_200107_1452_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"الْتَفَتَ/يَلْتَفِتُ","se retourner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935150_200107_1452_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"أَمْكَنَ/يُمْكِنُ","être possible","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935151_200107_1453_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"إِنْ","si","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935152_200107_1453_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"إِناءٌ/آنِيَةٌ","récipient(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935153_200107_1453_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"أَنْزَلَ/يُنْزِلُ","loger","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935154_200107_1453_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"أَيُّها","ô (apostrophe)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935155_200107_1453_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"بَعيرٌ","chameau, âne","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935156_200107_1454_02.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"بُهْتانٌ","calomnie","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935157_200107_1454_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"ت","particule utilisée pour jurer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935158_200107_1454_28.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"ثَمينٌ","précieux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935159_200107_1454_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"جَزى/يَجْزي","récompenser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935160_200107_1454_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"حَبَسَ/يَحْبِسُ","retenir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935161_200107_1455_10.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"حِمْلٌ","fardeau, charge","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935162_200107_1455_20.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"خَجَلٌ","honte","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935163_200107_1455_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"راجِعٌ","retournant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935164_200107_1455_39.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"رَحْلٌ","bât, selle, monture","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935165_200107_1455_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"سارِقٌ","voleur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935166_200107_1456_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"سَبَبٌ/أَسْبابٌ","motif(s), cause(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935167_200107_1456_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"سَبيلٌ/سُبُلٌ","voie(s), chemin(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935168_200107_1456_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"سَرَقَ/يَسْرِقُ","voler","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935169_200107_1456_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"صِغَرٌ","enfance","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935170_200107_1456_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"صُواعٌ","coupe","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935171_200107_1456_56.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"طَويلٌ/طِوالٌ","long(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935172_200107_1457_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"ظُلْمٌ","injustice","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935173_200107_1457_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"فَقَدَ/يَفْقِدُ","perdre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935174_200107_1457_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"كَنْعانِيٌّ/ون","cananéen(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935175_200107_1457_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"مُحْسِنٌ/ون","bienfaiteur(s), bienfaisant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935176_200107_1457_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"مَعاذَ اللهِ","a Dieu ne plaise","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935177_200107_1458_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"مُنْذُ","depuis","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935178_200107_1458_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"مُؤَذِّنٌ","héraut","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935179_200107_1458_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::15_Tableau_36"
"ثالِثٌ","troisième","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935285_200107_1458_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"جَمَعَ/يَجْمَعُ","réunir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935286_200107_1459_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"حَكيم","(le) Sage Suprême","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935287_200107_1459_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"خَفِيٌّ/مَخْفِيٌّ","caché","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935288_200107_1459_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"سَرَّ/يَسُرُّ- أَسَرَّ/يُسِرُّ","réjouir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935289_200107_1459_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"شَهِدَ/يَشْهَدُ","témoigner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935290_200107_1459_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"عَسى","il se peut que, pourvu que","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935291_200107_1459_52.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"غَيْبٌ","invisible","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935292_200107_1500_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"فَجَعَ/يَفْجَعُ","accabler","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935293_200107_1500_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"فَكَّرَ/يُفَكِّرُ","réfléchir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935294_200107_1500_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"للهِ يَدٌ في ذَلِكَ","il y a une sagesse divine pour cela","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935295_200107_1500_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"ما زالَ/لا يَزالُ","continuer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935296_200107_1501_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"مُصيبَةٌ/مَصائِبُ","épreuve(s), malheur(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935297_200107_1501_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"مُمْتَحِنٌ","éprouvé","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935298_200107_1501_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"اتَّقى/يَتَّقي","craindre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935299_200107_1501_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"آثَرَ/يوثِرُ","choisir, préférer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935300_200107_1501_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"اجْتَهَدَ/يَجْتَهِدُ","faire tout son possible","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935301_200107_1502_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"أَجْرٌ/أُجُورٌ","salaire(s) Rétribution(s),","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935302_200107_1502_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"إِذْ","lorsque","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935303_200107_1502_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"إِنَّما","certes","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935304_200107_1502_45.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"بَثٌّ","tristesse","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935305_200107_1502_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"تَجَدَّدَ/يَتَجَدَّدُ","se renouveler, se raviver","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935306_200107_1503_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"جاهِلٌ/جاهِلون/جُهّالٌ","ignorant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935307_200107_1503_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"حالٌ/أَحْوالٌ","état(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935308_200107_1503_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"حَتَّى","jusqu’à","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935309_200107_1503_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"رَجاءٌ","espoir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935310_200107_1503_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"سُبْحانَ اللهِ","gloire à Dieu","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935311_200107_1504_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"سِرٌّ/أَسْرارٌ","secret(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935312_200107_1504_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"شَكٌّ/شُكُوكٌ","doute(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935313_200107_1510_06.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"ظَهَرَ/يَظْهَرُ","apparaître","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935314_200107_1510_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"غَفَرَ/يَغْفِرُ","pardonner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935315_200107_1510_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"فَعْلَةٌ","action, acte","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935316_200107_1510_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"فَقْرٌ","indigence, besoin","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935317_200107_1510_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"قِطْعَةٌ","morceau","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935318_200107_1510_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"قَنِطَ/يَقْنَطُ","désespérer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935319_200107_1511_04.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"كُفْرٌ","mécréance, ingratitude","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935320_200107_1511_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"لامَ/يَلومُ","blâmer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935321_200107_1511_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"مَتى","quand","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935322_200107_1511_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"مَلَكَ/يَمْلِكُ","posséder, se contenir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935323_200107_1511_43.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"مَنَّ/يَمُنُّ","accorder une faveur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935324_200107_1511_52.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"هاجَ/يَهيجُ","s’agiter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935325_200107_1512_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"هَلَكَ/يَهْلَكُ","mourir, être anéanti","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935326_200107_1512_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"يا أسَفى","que mon chagrin est grand","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935327_200107_1512_20.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"يَأْسٌ","désespoir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935328_200107_1512_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::16_Tableau_37-38"
"أَجْمَعُ/ون","tout, entier (tous)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935463_200106_2051_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"انْكَشَفَ/يَنْكَشِفُ","dévoiler","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935464_200106_2051_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"بَصيرٌ","voyant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935465_200106_2052_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"بُكاءٌ","pleurs","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935466_200107_1512_52.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"طابَ/يَطيبُ","être bon","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935467_200107_1513_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"عَمِيَ/يَعْمى","perdre la vue","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935468_200107_1513_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"عَيْنٌ/عُيُونٌ/أَعْيُنٌ","œil (yeux), source(s), espion","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935469_200107_1513_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"فِراقٌ","séparation","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935471_200107_1513_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"قَرَّ/يَقِرُّ","réjouir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935472_200107_1513_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"كَثْرَةٌ","grande quantité","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935473_200107_1513_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"وَجْهٌ/وُجُوهٌ","visage(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935474_200107_1514_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"أًبَوانِ/أَبَوَينِ","parents (père et mère)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935475_200107_1514_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"أَحَسَّ/يُحِسُّ","sentir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935476_200107_1514_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"ارْتَدَّ/يَرْتَدُّ","retrouver, revenir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935477_200107_1514_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"اسْتَغْفَرَ/يَسْتَغْفِرُ","demander pardon","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935478_200208_2018_20.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"اسْتَقْبَلَ/يَسْتَقْبِلُ","accueillir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935479_200107_1514_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"بَشيرٌ","porteur de bonnes nouvelles","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935480_200107_1515_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"حَمْدٌ","louange","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935481_200107_1515_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"ذَنْبٌ/ذُنوبٌ","péché(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935482_200107_1515_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"رائِحَةٌ","odeur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935483_200107_1515_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"رَفَعَ/يَرْفَعُ","installer, élever, soulever","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935484_200107_1515_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"ريحٌ/رِياحٌ","odeur(s), vent(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935485_200107_1515_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"سارَ/يَسيرُ","s’en aller","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935486_200107_1516_06.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"سارَ/يَسيرُ بِـ","emmener","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935487_200107_1516_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"سَرورٌ","allégresse","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935488_200107_1516_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"سَوْفَ + مضارع","futur (lointain)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935489_200107_1516_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"شُكْرٌ","remerciement","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935490_200107_1517_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"ضَلالٌ - ضَلالَةٌ","égarement","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935491_200107_1517_20.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"طَيِّبٌ","bon","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935492_200107_1517_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"عَرْشٌ","trône","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935493_200107_1517_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"غَفور","(le) Pardonneur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935494_200107_1517_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"فَرَحٌ","gaieté, joie","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935495_200107_1517_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"قَديمٌ/قُدَماءُ - قُدَمى","ancien(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935496_200107_1518_04.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"مُبارَكٌ","béni","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935497_200107_1518_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"مَشْهودٌ","mémorable","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935498_200107_1518_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
