#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"وَقَعَ/يَقَعُ","tomber","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935499_200107_1518_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::17_Tableau_39-40"
"آتى/يُؤْتي","donner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935592_191226_2020_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"آخِرَةٌ","(l’) au-delà","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935593_191226_2020_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"أَلْحَقَ/يُلْحِقُ","joindre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935594_191226_2020_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"تَوَفّى/يَتَوَفّى","rappeler (à Dieu)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935595_191226_2020_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"حَديثٌ/أَحاديثُ","parole(s), rêve(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935596_191226_2021_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"حُسْنٌ","beauté","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935597_191226_2021_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"حَشَرَ/يَحْشِرُ","ressusciter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935598_191226_2021_19.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"حَكَمَ/يَحْكُمُ","rendre justice","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935599_191226_2021_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"دُعاءٌ/أَدْعِيَةٌ","invocation(s), prière(s),appel","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935600_191226_2021_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"دُنْيا","(l’) ici-bas","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935601_191226_2021_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"شَغَلَ/يَشْغَلُ","détourner l’attention de","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935602_191226_2021_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"صالِحٌ/ون","vertueux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935603_191226_2022_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"عاقِبَة","fin, sort, conséquence,récompense, châtiment","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935604_191226_2022_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"عَدَّ/يَعُدُّ","considérer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935605_191226_2022_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"غَيَّرَ/يُغَيِّرُ","changer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935606_191226_2022_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"فاطِرٌ","créateur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935607_191226_2022_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"مَوْتٌ","mort","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935608_191226_2023_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"نَفَّذَ/يُنَفِّذُ","éxécuter, mettre en vigueur (loi)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935609_191226_2023_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"وَلِيٌّ/أَوْلِياءُ","protecteur(s), ami(s), allié(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935610_191226_2023_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"أُمَّةٌ/أُمَمٌ","communauté(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935611_191226_2024_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"انْتَشَرَ/يَنْتَشِرُ","se répandre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935612_191226_2024_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"حَرَثَ/يَحْرِثُ","labourer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935613_191226_2024_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"ذُرِّيَّةٌ/ذُرِّيّاتٌ/ذَرارِيُّ","descendant(s),enfant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935614_191226_2024_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"سَفينَةٌ/سُفُنٌ","bateau(x), arche(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935615_191226_2024_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"عاشَ/يَعيشُ","vivre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935616_191226_2024_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"كَثُرَ/يَكْثُرُ","augmenter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935617_191226_2025_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"نِساءٌ","femmes","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935618_191226_2025_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"نوحٌ","Noé","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935619_191226_2025_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"إِبْليسُ","Iblis (Satan)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935620_191226_2025_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"اخْتَلَفَ/يَخْتَلِفُ","diverger","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935621_200208_2016_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"انْتَقَمَ/يَنْتَقِمُ","se venger","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935622_200208_2016_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"طَرَدَ/يَطْرُدُ","bannir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935623_191226_2025_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"لا بُدَّ","il faut","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935624_191226_2025_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"لَعَنَ/يَلْعَنُ","maudire","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935625_191226_2026_10.mp3]","Qissas_an-nabiyîn_(3ème_année)::18_Tableau_41-43"
"خَبيثٌ/خُبَثاءُ","malicieux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935681_200106_2045_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"رَجيمٌ","lapidé","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935682_200106_2046_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"شَتَمَ/يَشْتِمُ","insulter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935683_200106_2046_20.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"فِكْرٌ- فِكْرَةٌ/أَفْكارٌ","idée(s), pensée(s), réflexion(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935684_200106_2046_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"أَجابَ/يُجيبُ","répondre Exaucer les prières,","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935685_200106_2046_39.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"اسْتَجابَ/يَسْتَجيبُ","éxaucer une demande","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935686_200208_2013_26.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"أَعْطى/يُعْطي","donner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935687_200106_2046_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"انْتَقَلَ/يَنْتَقِلُ","se déplacer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935688_200106_2047_07.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"أُولَئِكَ","ceux-là","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935689_200106_2047_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"جَيِّداً","très bien","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935690_200106_2047_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"حيلَةٌ/حِيَلٌ","ruse(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935693_200106_2047_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"ذِكْرٌ","rappel","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935694_200106_2047_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"فُلانٌ","untel","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935695_200106_2048_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"نَهارٌ","jour","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935696_200106_2048_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"اشْتِياقٌ","désir ardent","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935697_200106_2048_19.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"أُعْجِبَ/يُعْجَبُ","apprécier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935698_200106_2048_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"صَباحٌ","matin","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935699_200106_2048_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"صَوَّرَ/يُصَوِّرُ","représenter, donner une forme","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935700_200106_2048_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"صُورَةٌ/صُوَرٌ","portrait(s), image(s), représentation(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935701_200106_2049_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::19_Tableau_44-46"
"تَبَرَّكَ/يَتَبَرَّكُ","tirer bon augure de, rechercher la bénédiction par","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935747_200106_2040_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"تَعْظيمٌ","glorification","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935748_200106_2040_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"تِمْثالٌ/تَماثيلُ","statue(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935749_200106_2041_07.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"رَزَقَ/يَرْزُقُ","accorder subsistance","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935750_200106_2041_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"خَفَضَ/يَخْفِضُ","baisser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935751_200106_2041_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"رَكَعَ/يَرْكَعُ","s’incliner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935752_200106_2041_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"زادَ/يَزيدُ","rajouter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935753_200106_2042_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"سُواعٌ","Souwar","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935754_200106_2042_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"صارَ/يَصيرُ","finir par, devenir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935755_200106_2042_39.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"قَبَّلَ/يُقَبِّلُ","embrasser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935756_200106_2042_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"لَمَسَ/يَلْمَسُ","toucher","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935757_200106_2042_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"مَضى/يَمْضي","mourir, passer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935758_200106_2043_06.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"نَسْرٌ","Nasr","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935759_200106_2043_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"وَدٌّ","Wadd","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935760_200106_2043_26.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"يَعوقُ","Ya’ouq","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935761_200106_2043_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"يَغوث","Yarouth","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935762_200106_2043_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"تابَ/يَتوبُ","se repentir, revenir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935763_200106_2044_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"حَرْثٌ","produit du sol, labour","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935764_200106_2044_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"ضَيَّقَ/يُضَيِّقُ","rendre étroit","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935765_200106_2044_20.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"غَضَبٌ","colère","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935766_200106_2044_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"قَلَّ/يَقِلُّ","diminuer, être en petit nombre, se raréfier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935767_200106_2044_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"كَفَرَ/يَكْفُرُ","nier, être ingrat, être mécréant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935768_200106_2044_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"نَسْلٌ","descendance, progéniture","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935769_200106_2044_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::20_Tableau_47-49"
"خاطَبَ/يُخاطِبُ","parler avec","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935794_200106_2035_26.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"كذا","ainsi,ceci, cela","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935795_200106_2035_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"كَلامٌ","parole","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935796_200106_2035_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"انقَطَعَ/يَنْقَطِعُ","cesser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935797_200208_2011_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"عُذْرٌ/أَعْذارٌ","excuse(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935798_200106_2036_45.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"اختارَ/يَختارُ","choisir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935799_200208_2010_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"أَليمٌ","douloureux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935800_200106_2038_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"أَنْذَرَ/يُنْذِرُ","avertir, mettre en garde","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935801_200106_2038_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"أَوْحى/يُوحي","révéler","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935802_200106_2038_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"رِسالَةٌ/رِسالَات/رَسائِلُ","message(s), lettre(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935803_200106_2039_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"رَئيس/رُؤَساءُ","chef(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935804_200106_2039_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"شَفيقٌ","compatissant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935805_200106_2039_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"غَنِيٌّ/أَغْنِياءُ","riche(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935806_200106_2039_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"مُبِينٌ","évident, clair","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935807_200106_2039_56.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"ناصِحٌ","conseiller, sincère","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935808_200106_2040_06.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"نَذيرُ","avertisseur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935809_200106_2040_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::21_Tableau_50-52"
"رِئاسَةٌ - رِياسةٌ","suprématie","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935888_200106_2029_02.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"شَرَفٌ","dignité, noblesse, gloire","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935889_200106_2029_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"صَديقٌ/أَصدِقاءُ","ami(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935890_200106_2029_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"مُتَكَبِّرٌ/مُتَكَبِّرون","orgueilleux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935891_200106_2029_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"نال/يَنالُ","obtenir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935892_200106_2029_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"أَعلى","plus haut","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935893_200106_2029_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"بَلَّغَ/يُبَلِّغُ","transmettre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935894_200106_2030_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"سَفاهَةٌ","sottise, stupidité","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935895_200106_2030_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"مَلأٌ","les notables, foule","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935896_200106_2030_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"أَرْذَلُ/أَرْذَلون","vil(s), ignoble(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935897_200106_2030_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"آمَنَ/يُؤمِنُ","croire","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935898_200106_2031_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"حَلالٌ","licite, autorisé","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935899_200106_2031_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"طارِدٌ","qui expulse, qui chasse","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935900_200106_2031_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"فَرْدٌ/أَفرادٌ","Individu(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935901_200106_2032_04.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"كِبْرٌ","orgueil","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935902_200106_2032_14.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"مُخلِصٌ/مُخلِصون","sincère(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935903_200106_2032_23.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"مِسْكينٌ/مَساكينُ","pauvre(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935904_200106_2032_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::22_Tableau_53-55"
"أَخْطَأَ/يُخْطِئُ","rater, se tromper","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935943_200106_2018_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"تَبَعٌ/أَتْباعٌ","suivant(s), disciple(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935944_200106_2019_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"جاوَزَ/يُجاوِزُ","dépasser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935945_200106_2019_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"جَرَّبَ/يُجَرِّبُ","tester, expérimenter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935947_200106_2019_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"حُجَّةٌ/حُجَجٌ","argument(s), preuve(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935948_200106_2019_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"سابِقٌ/سابِقون","premier(s), prédécesseur(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935949_200106_2019_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"سَبَقَ/يَسْبِقُ","devancer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935950_200106_2020_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"لِباسٌ/أَلْبِسَةٌ","vêtement(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935951_200106_2020_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"أَجَلٌ","délai","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935952_200106_2020_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"أَخَّرَ/يُؤَخِّرُ","différer, retarder","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935953_200106_2020_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
"أُذُنٌ/آذانٌ","oreille(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129935954_200106_2020_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::23_Tableau_56-58"
