#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"أَدْرَكَ/يُدْرِكُ","atteindre, saisir, rattraper","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891488_200106_1314_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"أَرْبَعون","quarante","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891489_200106_1314_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"اصْطَفى/يَصْطَفي","choisir, élire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891490_200106_1316_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"أَفاقَ/يُفيقُ","se réveiller, reprendre connaissance","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891491_200106_1316_42.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"التَّوراةُ","la Torah","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891492_200106_1316_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"تَطَهَّرَ/يَتَطَهَّرُ","se purifier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891493_200106_1316_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"تَعَجَّلَ/يَتَعَجَّلُ","se hâter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891494_200106_1316_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"ثلاثون","trente","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891495_200106_1316_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"جَهْرَة","clairement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891496_200106_1317_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"حَثَّ/يَحُثُّ","pousser, encourager","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891497_200106_1317_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"خَبيرٌ/خُبَراءُ","Informé(s), connaisseur(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891498_200106_1318_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"خَلَفَ/يَخْلُفُ","remplacer, suivre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891499_200106_1318_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"سَبْعون","soixante dix","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891500_200106_1318_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"شاكِرٌ/شاكِرون","reconnaissant(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891501_200106_1318_47.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"شاهِدٌ/شاهِدون","témoin(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891502_200106_1319_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"صاعِقَةٌ","foudre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891503_200106_1319_22.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"صامَ/يَصومُ","jeûner","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891504_200106_1319_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"صَعِقٌ","évanoui, foudroyé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891505_200106_1319_31.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"طور سِيناء","mont Sinaï","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891506_200106_1319_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"قَرَّبَ/يُقَرِّبُ","rapprocher","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891507_200106_1319_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"لَطيفٌ","bienveillant, doux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891508_200106_1319_52.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"لَوْحٌ/أَلْواحٌ","planche(s), tablette(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891509_200106_1320_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"مِيقاتٌ/مواقيتُ","temps fixe, lieu fixe","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891510_200106_1320_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"ناجى/يُناجي","faire des confidences, parler tout bas","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891511_200106_1320_10.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"واسِطَةٌ","moyen, intermédiaire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891512_200106_1320_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"وَقاحَةٌ","insolence, effronterie","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891513_200106_1320_21.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"بَغى/يَبْغي","chercher, désirer, s'écarter de ce qui est juste","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891514_200106_1320_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"جَسَدٌ/أَجْسادٌ","corps","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891515_200106_1320_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"جَهِلَ/يَجْهَلُ","ignorer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891516_200106_1320_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"حَلْيٌ/حُلِيٌّ","bijoux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891517_200106_1320_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"خُوارٌ","mugissement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891518_200106_1320_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"رُوحٌ/أَرْواحٌ","âme(s), esprit(s), souffle de la vie","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891519_200106_1321_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"سامِرِيّ","Le Samiri","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891520_200106_1321_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"صِفَةٌ/صِفاتٌ","qualité(s), attribut(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891521_200106_1321_28.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"صَيْدٌ","gibier, proie","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891522_200106_1321_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"عاكِفٌ/عاكِفون","adonné(s) à, attaché(s) à","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891523_200106_1321_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"عِجْلٌ","veau","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891524_200106_1321_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"فُتِنَ/يُفْتَنُ","être séduit, trompé, mis à l'épreuve","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891527_200106_1321_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"فَتَنَ/يَفْتِنُ","séduire, tromper","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891528_200106_1322_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"فَضَّلَ/يُفَضِّلُ","avantager, favoriser,préférer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891529_200106_1322_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"كَراهَةٌ","aversion, répulsion","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891530_200106_1322_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"ما بَرِحَ/لا يَبْرَحُ","ne pas cesser de, continuer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891531_200106_1322_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"مَفْتونٌ/مَفْتونون","séduit(s), trompé(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891532_200106_1322_22.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
"اتِّخاذٌ","action de prendre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895090_200106_1328_28.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"إحْراقٌ","brûlage, action de brûler","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895091_200106_1328_31.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"أَحْرَقَ/يُحْرِقُ","brûler","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895092_200106_1328_37.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"أَسِفٌ","désolé, affligé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895094_200106_1328_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"أَضَلَّ/يُضِلُّ","égarer, induire en erreur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895095_200106_1328_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"اعْتَرَفَ/يَعْتَرِفُ","reconnaître","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895096_200106_1328_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"انفِرادٌ","solitude, isolement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895097_200106_1328_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"بارِئٌ","créateur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895098_200106_1329_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"جُرْمٌ/أَجْرامٌ","péché(s), délit(s), crime(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895099_200106_1329_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"ذِلَّةٌ","avilissement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895101_200106_1344_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"رَقَبَ/يَرْقُبُ","surveiller, attendre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895102_200106_1344_37.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"عاقَبَ/يُعاقِبُ","punir, châtier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895103_200106_1344_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"غَضْبانُ","fâché, en colère","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895104_200106_1344_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"فَرَّقَ/يُفَرِّقُ","séparer, diviser","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895105_200106_1345_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"لا مِساسَ","ne touchez pas","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895106_200106_1345_21.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"مُفْتَرٍ (المُفْتَري)/مُفْتَرون","inventeur(s), menteur(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895107_200106_1345_25.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"مَلْعونٌ/مَلْعونون","maudit(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895108_200106_1345_29.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"انْتَزَعَ/يَنْتَزِعُ","arracher, ôter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895109_200106_1345_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"انْقَلَبَ/يَنْقَلِبُ","se renverser, être changé du tout au tout","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895110_200106_1345_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"تَحْريمٌ","interdiction","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895111_200106_1345_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"حَلَمَ/يَحْلُمُ","rêver","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895112_200106_1346_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"داخِلٌ/داخِلون","qui entre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895113_200106_1347_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"دُبُرٌ/أَدْبارٌ","derrière(s), dos","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895114_200106_1347_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"دُخولٌ","action d'entrer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895115_200106_1347_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"رادٌّ/رادون","qui repousse, rejette","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895116_200106_1347_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"سِيادَةٌ","suprématie, domination","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895117_200106_1347_24.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"شَوَّقَ/يُشَوِّقُ","susciter le désir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895118_200106_1347_28.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"عِصْيانٌ","désobéissance","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895119_200106_1347_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"غَزْوٌ","conquête, expédition","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895120_200106_1347_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"قاتَلَ/يُقاتِلُ","combattre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895121_200106_1347_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"قاعِدٌ/قاعِدون","assis","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895122_200106_1347_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"قَضاءٌ","décret","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895123_200106_1347_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"قَضى/يَقْضي","exécuter, décréter, passer, juger","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895124_200106_1347_52.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"ما دامَ","continuer à, tant que","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895125_200106_1347_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"مَفازَةٌ","désert","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895126_200106_1348_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"هانَ/يَهونُ","être facile, s'humilier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895127_200106_1348_07.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"هَوَّنَ/يُهَوِّنُ","faciliter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895128_200106_1348_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"وَطَنٌ/أَوْطانٌ","patrie(s), enclos","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895129_200106_1348_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::13_Tableau_112-113"
"آخَذَ/يُؤاخِذُ","blâmer, punir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895176_200106_1355_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"أَرْهَقَ/يُرْهِقُ","imposer à, accabler","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895177_200106_1355_24.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"اسْتَطْعَمَ/يَسْتَطْعِمُ","demander à manger","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895178_200106_1355_28.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"اقْتَلَعَ/يَقْتَلِعُ","arracher, ôter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895179_200106_1355_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"انْتَهى/يَنْتَهي إلى","arriver à","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895180_200106_1355_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"انْسَلَّ/يَنْسَلُّ","s'esquiver","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895181_200106_1355_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"أَنْسى/يُنْسِي","faire oublier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895182_200106_1355_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"انْقَضَّ/يَنْقَضُّ","s'écrouler, tomber en ruine","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895183_200106_1355_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"أَنَّى","comment? d'où?","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895184_200106_1356_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"بَقِيَّةٌ","reste","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895185_200106_1356_14.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"ثَمَّ","là, là-bas","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895186_200106_1356_18.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"حَرْفٌ","côté, bord","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895187_200106_1356_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"حوتٌ/حيتانٌ","poisson(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895188_200106_1356_27.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"خَرَقَ/يَخْرِقُ","déchirer, faire un trou","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895189_200106_1356_31.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"خَطيبٌ","orateur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895190_200106_1356_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"رُشْدٌ","bon sens, bonne direction","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895191_200106_1356_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"زَكِيَّةٌ","âme pure, innocente","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895192_200106_1356_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"ساحِلٌ","rivage, littoral","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895193_200106_1356_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"سَرَبٌ/أسرابٌ","tuyau(x) (tunnel)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895194_200106_1356_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"سَفَرٌ/أسفارٌ","voyage(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895195_200106_1356_56.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"صَخْرَةٌ","rocher","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895197_200106_1357_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"ضَيَّفَ/يُضَيِّفُ","donner l'hospitalité","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895198_200106_1357_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"عَتَبَ/يَعْتِبُ","reprocher, blâmer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895199_200106_1357_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"عُسْرٌ","difficulté","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895200_200106_1357_14.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"عُصْفورٌ/عَصافيرُ","oiseau(x)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895201_200106_1357_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"عَمَدَ/يَعْمِدُ إلى","se diriger vers","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895202_200106_1357_21.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"غَداءٌ","déjeuner","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895203_200106_1357_27.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"مَجْمَعٌ","lieu de réunion (confluent)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895204_200106_1357_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"مَسٌّ","toucher, contact(sensation)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895205_200106_1357_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"مُسَجًّى","enveloppé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895206_200106_1357_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"مِكْتَلٌ","panier (de dattes)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895207_200106_1357_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"نِسْيانٌ","oubli","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895208_200106_1357_52.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"نَصَبٌ","fatigue","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895209_200106_1357_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"نَقَرَ/يَنْقُرُ","creuser, picorer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895210_200106_1358_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"نَقْرَةٌ","coup de bec","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895211_200106_1358_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"نَوْلٌ","don (salaire)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895212_200106_1358_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"وَدَّ/يَوَدُّ","aimer, souhaiter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895213_200106_1358_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::14_Tableau_114"
"أَبْدَلَ/يُبْدِلُ","échanger, substituer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895493_200106_1401_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"اسْتَخْرَجَ/يَسْتَخْرِجُ","extraire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895494_200211_2045_01.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"أَسْخَطَ/يُسْخِطُ","mettre en colère","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895496_200106_1401_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"أَغْضَبَ/يُغْضِبُ","mettre en colère","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895497_200106_1401_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"بَلَغَ أشُدَّهُ","atteindre sa maturité","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895498_200106_1401_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"تاهَ/يَتيهُ","s'égarer, errer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895499_200106_1401_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"تُوُفِّيَ/يُتَوَفَّى","mourir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895500_200106_1402_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"ذُلٌّ","humiliation, avillissement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895501_200106_1402_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"رُحْمٌ","clémence, compassion","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895502_200106_1402_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"زَكاةٌ","pureté","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895503_200106_1402_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"عابَ/يَعيبُ","endommager, rendre défectueux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895504_200106_1402_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"عَصْرُ/عُصورٌ","époque(s), temps","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895505_200106_1402_21.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"غَصْباً","par force","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895506_200106_1402_25.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"كَنْزٌ/كُنوزٌ","trésor(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895507_200106_1402_29.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"مَسْكَنَةٌ","humiliation","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895508_200106_1402_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"نَبَّأَ/يُنَبِّئُ","informer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895509_200106_1402_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"يَتيمٌ","orphelin","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895510_200106_1402_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::15_Tableau_115"
"انْتِصارٌ","victoire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895588_200106_1457_20.mp3]","Qissas_an-nabiyîn_(4ème_année)::16_Tableau_116-117"
"إنسانِيٌّ","humain(e)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129895589_200106_1457_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::16_Tableau_116-117"
