#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"قَبَسٌ","tison","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890420_200105_1843_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"كَذَّبَ/يُكَذِّبُ","traiter qqn de menteur, nier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890421_200105_1843_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"لِسانٌ/أَلْسِنَةٌ","langue(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890422_200105_1843_42.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"لَيِّنٌ","doux, souple","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890423_200105_1843_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"مَحَلٌّ","endroit, place","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890424_200105_1843_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"مَسْأَلَةٌ/مَسائِلُ","problème(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890425_200105_1843_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"مِنْ أَجْلِ","pour, afin que, à cause de","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890426_200105_1843_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"نَعْلٌ/نِعالٌ","sandale(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890427_200105_1844_03.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"هاتانِ/هاتَينِ","ces deux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890429_200105_1844_08.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"هُدًى","indication, le droit chemin","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890430_200105_1844_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"يَمينٌ","droit(e), main","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890431_200105_1844_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::04_Tableau_95-96"
"أَثارَ/يُثيرُ","provoquer, révolter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890469_200105_1856_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"اعْتَذَرَ/يَعْتَذِرُ","s'excuser","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890470_200105_1856_20.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"بالٌ","pensée, souci, idée","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890471_200105_1856_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"بُهِتَ","rester stupéfait, bouche-bée","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890472_200105_1856_28.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"جَحَدَ/يَجْحَدُ","nier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890473_200105_1856_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"جَنْبٌ","côté, flanc","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890474_200105_1856_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"دَرى/يَدْري","savoir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890475_200105_1856_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"رَبَّى/يُرَبِّي - رَبَّبَ/ يُرَبِّبُ","élever, éduquer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890477_200105_1856_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"صَراحَةٌ","franchise","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890478_200105_1856_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ضالٌّ/ضالّون","égaré(s), (ignorant de la vérité)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890479_200105_1857_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ضَلَّ/يَضِلُّ","s'égarer, (du chemin ou du droit chemin)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890480_200105_1857_07.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"عُمُرٌ","âge","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890481_200105_1857_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"قَرْنٌ/قُرونٌ","génération(s), siècle(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890482_200105_1857_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"كَذَبَ/يَكْذِبُ","mentir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890483_200105_1857_21.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مَسجونٌ/ون","emprisonné(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890484_200105_1857_24.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"موقِنٌ/موقِنون","qui sait avec certitude","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890485_200105_1857_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"وَقارٌ","dignité","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890486_200105_1857_37.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"وَليدٌ","nouveau-né, garçon","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890488_200105_1857_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"أَطْلَقَ/يُطْلِقُ","lâcher, libérer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890489_200105_1857_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"أَغْلَبُ","vainqueur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890490_200105_1857_47.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"أَوَ لَوْ","et même si ?","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890491_200105_1857_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"أَوَلَو","et même si","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890492_200105_1900_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"بَطَلٌ/أَبْطالٌ","héros","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890493_200105_1858_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ثُعْبانٌ","serpent","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890495_200105_1858_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"جائِزَةٌ","cadeau, récompense","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890496_200105_1858_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"خَدَعَ/يَخْدَعُ","tromper, duper","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890497_200105_1858_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"خُدِعَ/يُخْدَعُ","être trompé, dupé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890498_200105_1858_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"خُيَلاءُ","orgueil","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890499_200105_1858_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ساحِرٌ/ساحِرون/سَحَرَةٌ","magicien(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890500_200105_1858_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"سِحْرٌ","magie","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890501_200105_1859_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"صادَ/يَصيدُ","chasser, pêcher","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890502_200105_1859_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"صَنيعٌ","travail, œuvre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890503_200105_1859_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"صِيدَ/يُصادُ","être chassé, pêché (attrapé)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890504_200105_1859_14.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ضُحًى","matinée","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890505_200105_1859_20.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"عاجِزٌ","incapable, invalide","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890506_200105_1859_25.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"عَطاءٌ","don","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890507_200105_1859_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"غالِبٌ/غالِبون","vainqueur(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890508_200105_1859_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"فَخْرٌ","fierté","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890509_200105_1859_37.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"فَنٌّ/فُنونٌ","art(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890510_200105_1859_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"فَوْجٌ/أفْواجٌ","groupe(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890511_200105_1859_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مَرِحَ/يَمْرَحُ","exulter, se pavaner","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890512_200105_1859_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مَريضٌ/مرْضى","malade(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890513_200105_1859_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مُعْجِزَةٌ/مُعْجِزات","miracle(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890514_200105_1859_55.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مَقالٌ","propos, parole","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890515_200105_1859_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مُقَرَّبٌ/مُقَرَّبون","rapproché(s), favori(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890516_200105_1900_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"مَمْلَكَةٌ","royaume","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890517_200105_1900_08.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ناحِيَةٌ/نواحٍ/أَنْحاءٌ","coin(s), côté(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890518_200105_1900_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"ناظِرٌ/ون","qui regarde(nt)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890519_200105_1900_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::05_Tableau_97-98"
"اخْتِبارٌ","examen","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890572_200105_1908_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"أُستاذٌ/أَساتِذَةٌ","maître(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890573_200105_1908_14.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"أصْلٌ/أُصُولٌ","origine(s), base(s), racine(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890574_200105_1908_18.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"أَفَكَ/يَأْفِكُ - أَفِكَ/يَأْفَكُ","mentir, forger","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890575_200105_1908_22.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"أَفْلَحَ/يُفْلِحُ","réussir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890576_200105_1908_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"اقْتَنَعَ/يَقْتَنِعُ","être satisfait de","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890577_200105_1908_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"إمامٌ/أَئِمَّةٌ","chef(s) de file","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890578_200105_1908_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"تَزَكَّى/يَتَزَكَّى","se purifier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890579_200105_1908_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"جُنَّةٌ","bouclier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890580_200105_1908_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"حَبْلٌ/حِبالٌ","corde(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890581_200105_1908_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"خاطِرٌ","pensée","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890583_200105_1908_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"خَطَرَ/يَخْطِرُ","se présenter à l'esprit","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890584_200105_1908_55.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"خَطِيئَةٌ/خَطايا","faute(s), péché(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890585_200105_1909_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"خِلافٌ","différent, de différents côtés","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890586_200105_1909_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"خُيِّلَ/يُخَيَّلُ إليه","il lui a semblé que","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890587_200105_1909_10.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"دَرَجَةٌ/ات","degré(s), marche(s),rang(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890588_200105_1909_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"ذابَ/يَذوبُ","fondre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890589_200105_1909_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"رِجْلٌ/أَرْجُلٌ","pied(s), jambe(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890590_200105_1909_22.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"شَجَّعَ/يُشَجِّعُ","encourager","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890591_200105_1909_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"صَدَّ/يَصُدُّ","détourner","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890592_200105_1909_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"صَلَّبَ/يُصَلِّبُ","mettre en croix","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890593_200105_1909_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"ضَيْرٌ","mal","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890594_200105_1909_37.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"طَمَعَ/يَطْمَعُ","convoiter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890596_200105_1909_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"عَدْنٌ","Aden","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890597_200105_1909_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"عِزَّةٌ","honneur, puissance","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890598_200105_1909_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"عُلى","plus hautes","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890599_200105_1909_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"قَطَّعَ/يُقَطِّعُ","couper, découper en morceaux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890600_200105_1909_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"كَيْدٌ/كِيادٌ","ruse(s), stratagème(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890601_200105_1910_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"لا سَمَحَ اللهُ","qu'Allah ne le permette pas, à Dieu ne plaise","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890602_200105_1910_03.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"لَقِفَ/يَلْقَفُ","saisir rapidement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890603_200105_1910_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"مُجْرِمٌ/ون","criminel(s),coupable(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890604_200105_1919_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"مَنَحَ/يَمْنَحُ","accorder","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890605_200105_1910_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"مُنْقَلِبٌ/ون","qui retourne(nt)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890606_200105_1918_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"نَدًى","rosée","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890607_200105_1916_18.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"نَوعٌ/أَنواعٌ","sorte(s), espèce(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890608_200105_1916_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"هَزَمَ/يَهْزِمُ","battre, mettre en déroute","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890609_200105_1916_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::06_Tableau_99"
"أَبْصَرَ/يُبْصِرُ","voir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890655_200105_1933_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"أَثْبَتَ/يُثْبِتُ","affirmer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890656_200105_1933_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"آجُرٌّ","brique cuite","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890657_200105_1933_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"اهْتَمَّ/يَهْتَمُّ","se préoccuper","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890658_200105_1933_55.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"صَرْحٌ","édifice","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890659_200105_1933_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"طَبَخَ/يَطْبُخُ","cuire, cuisiner","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890660_200105_1934_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"فاسِقٌ/فاسِقون","débauché(s), corrompu(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890661_200105_1934_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"فَضْلاً عَنْ","à plus forte raison,(encore plus, ou moins)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890662_200105_1934_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"مِن تَحتي","à mes pieds","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890663_200105_1934_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"نَفى/يَنْفِي","nier","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890664_200105_1934_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"نَومٌ","sommeil","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890665_200105_1934_20.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"هَرَمٌ/أَهْرامٌ","pyramide(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890666_200105_1934_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"وُجودٌ","existence","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890667_200105_1934_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"وَذِرَ/يَذَرُ - وَذَرَ/يَذِرُ","laisser, abandonner, renoncer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890668_200105_1934_29.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"اترُكْهُ وشَأْنَهُ","laisse-le tranquille","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890669_200105_1934_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"آذى/يُؤْذي","nuire, faire du mal","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890670_200105_1934_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"اغْتَرَّ/يَغْتَرُّ","se leurrer, être trompé, prétentieux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890671_200105_1934_39.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"إِنْ","particule de négation (ne)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890672_200105_1934_42.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"بَأْسٌ","puissance, mal, malheur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890673_200105_1934_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"حُلْمٌ/أَحْلامٌ","rêve(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890674_200105_1934_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"خَلِّ سَبيلَهُ","laisse-le aller, partir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890675_200105_1934_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"خَلّى/يُخَلِّي","vider","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890676_200105_1934_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"خَوَّفَ/يُخَوِّفُ","apeurer, menacer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890677_200105_1935_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"دافَعَ/يُدافِعُ","défendre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890678_200105_1935_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"ذَكَّرَ/يُذَكِّرُ","rappeler","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890679_200105_1935_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"رَشادٌ","bon sens, raison","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890680_200105_1935_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"زائِلٌ","qui disparait, passager","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890681_200105_1935_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"سَكْرَةٌ","ivresse","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890682_200105_1935_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"سُلْطانٌ","preuve, pouvoir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890683_200105_1935_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"طَفِقَ يفعل","se mettre (à faire)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890684_200105_1935_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"غَفْلَةٌ","insouciance, inattention","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890685_200105_1935_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"فَوَّضَ/يُفَوِّضُ","confier à, s'en remettre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890686_200105_1935_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"قَرارٌ","stabilité, repos (dans l'au-delà)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890687_200105_1935_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"كَتَمَ/يَكْتُمُ","cacher","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890688_200105_1935_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"مَغْرورٌ","prétentieux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890689_200105_1936_01.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"مَكْرٌ","fourberie, perfidie","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890690_200105_1936_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"مَكَرَ/يَمْكُرُ","tromper, ruser","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890691_200105_1936_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"نَجاةٌ","salut, délivrance","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890693_200105_1936_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"هِدايَةٌ","voie droite, conversion","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890695_200105_1936_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"وَقَى/يَقِي","protéger","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890770_200105_1936_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::07_Tableau_100-101"
"أَحَبُّ","plus aimé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890839_200105_1936_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
